# Item registry dump
# Minecraft: 1.20.1
# Entries: 18688
# Generated: 2025-12-05T20:47:16.2241068-03:00

actuallyadditions:smooth_black_quartz_wall 11219
actuallyadditions:solidified_experience 11103
actuallyadditions:stone_aiot 11111
actuallyadditions:teleport_staff 11069
actuallyadditions:tiny_charcoal 11017
actuallyadditions:tiny_coal 11016
actuallyadditions:tiny_torch 11236
actuallyadditions:travelers_sack 11050
actuallyadditions:triple_battery 11089
actuallyadditions:vertical_digger 11144
actuallyadditions:void_crystal 11035
actuallyadditions:void_crystal_block 11155
actuallyadditions:void_crystal_cluster 11167
actuallyadditions:void_crystal_shard 11029
actuallyadditions:void_sack 11051
actuallyadditions:water_bowl 11056
actuallyadditions:wings_of_the_bats 11070
actuallyadditions:wood_casing 11120
actuallyadditions:wooden_aiot 11110
actuallyadditions:worm 11052
actuallyadditions:xp_solidifier 11136
advanced_ae:adv_pattern_encoder 18002
advanced_ae:adv_pattern_provider 18044
advanced_ae:adv_pattern_provider_capacity_upgrade 17993
advanced_ae:adv_pattern_provider_part 17986
advanced_ae:adv_pattern_provider_upgrade 17992
advanced_ae:adv_processing_pattern 17991
advanced_ae:attack_speed_card 18023
advanced_ae:auto_feeding_card 18016
advanced_ae:auto_stock_card 18017
advanced_ae:data_entangler 18040
advanced_ae:evasion_card 18020
advanced_ae:flight_card 18014
advanced_ae:flight_drift_card 18028
advanced_ae:hp_buffer_card 18019
advanced_ae:import_export_bus_part 17989
advanced_ae:jump_height_card 18012
advanced_ae:lava_immunity_card 18013
advanced_ae:luck_card 18024
advanced_ae:magnet_card 18018
advanced_ae:night_vision_card 18027
advanced_ae:pick_craft_card 18031
advanced_ae:portable_workbench_card 18030
advanced_ae:printed_quantum_processor 17999
advanced_ae:quantum_accelerator 18041
advanced_ae:quantum_alloy 17995
advanced_ae:quantum_alloy_block 18032
advanced_ae:quantum_alloy_plate 17996
advanced_ae:quantum_alloy_slab 18035
advanced_ae:quantum_alloy_stairs 18033
advanced_ae:quantum_alloy_wall 18034
advanced_ae:quantum_boots 18007
advanced_ae:quantum_chestplate 18005
advanced_ae:quantum_core 18037
advanced_ae:quantum_crafter 18047
advanced_ae:quantum_helmet 18004
advanced_ae:quantum_infused_dust 17994
advanced_ae:quantum_infusion_bucket 18048
advanced_ae:quantum_leggings 18006
advanced_ae:quantum_multi_threader 18042
advanced_ae:quantum_processor 18000
advanced_ae:quantum_processor_press 17998
advanced_ae:quantum_storage_128 18038
advanced_ae:quantum_storage_256 18039
advanced_ae:quantum_storage_component 18001
advanced_ae:quantum_structure 18043
advanced_ae:quantum_unit 18036
advanced_ae:quantum_upgrade_base 18008
advanced_ae:reach_card 18025
advanced_ae:reaction_chamber 18046
advanced_ae:recharging_card 18029
advanced_ae:regeneration_card 18021
advanced_ae:shattered_singularity 17997
advanced_ae:small_adv_pattern_provider 18045
advanced_ae:small_adv_pattern_provider_part 17987
advanced_ae:sprint_speed_card 18010
advanced_ae:step_assist_card 18011
advanced_ae:stock_export_bus_part 17988
advanced_ae:strength_card 18022
advanced_ae:swim_speed_card 18026
advanced_ae:throughput_monitor 17990
advanced_ae:throughput_monitor_configurator 18003
advanced_ae:walk_speed_card 18009
advanced_ae:water_breathing_card 18015
ae2:16k_crafting_storage 1309
ae2:1k_crafting_storage 1307
ae2:256k_crafting_storage 1311
ae2:4k_crafting_storage 1308
ae2:64k_crafting_storage 1310
ae2:advanced_card 1459
ae2:annihilation_core 1479
ae2:annihilation_plane 1603
ae2:basic_card 1455
ae2:black_covered_cable 1538
ae2:black_covered_dense_cable 1572
ae2:black_glass_cable 1555
ae2:black_lumen_paint_ball 1433
ae2:black_paint_ball 1417
ae2:black_smart_cable 1521
ae2:black_smart_dense_cable 1589
ae2:blank_pattern 1397
ae2:blue_covered_cable 1534
ae2:blue_covered_dense_cable 1568
ae2:blue_glass_cable 1551
ae2:blue_lumen_paint_ball 1429
ae2:blue_paint_ball 1413
ae2:blue_smart_cable 1517
ae2:blue_smart_dense_cable 1585
ae2:brown_covered_cable 1535
ae2:brown_covered_dense_cable 1569
ae2:brown_glass_cable 1552
ae2:brown_lumen_paint_ball 1430
ae2:brown_paint_ball 1414
ae2:brown_smart_cable 1518
ae2:brown_smart_dense_cable 1586
ae2:cable_anchor 1594
ae2:cable_bus 1339
ae2:cable_energy_acceptor 1613
ae2:cable_interface 1611
ae2:cable_pattern_provider 1610
ae2:calculation_processor 1453
ae2:calculation_processor_press 1443
ae2:capacity_card 1457
ae2:cell_component_16k 1471
ae2:cell_component_1k 1469
ae2:cell_component_256k 1473
ae2:cell_component_4k 1470
ae2:cell_component_64k 1472
ae2:cell_workbench 1295
ae2:certus_quartz_axe 1358
ae2:certus_quartz_crystal 1435
ae2:certus_quartz_cutting_knife 1364
ae2:certus_quartz_dust 1437
ae2:certus_quartz_hoe 1359
ae2:certus_quartz_pickaxe 1361
ae2:certus_quartz_shovel 1360
ae2:certus_quartz_sword 1362
ae2:certus_quartz_wrench 1363
ae2:charged_certus_quartz_crystal 1436
ae2:charged_staff 1381
ae2:charger 1285
ae2:chest 1293
ae2:chipped_budding_quartz 1257
ae2:chiseled_quartz_block 1269
ae2:chiseled_quartz_slab 1349
ae2:chiseled_quartz_stairs 1326
ae2:chiseled_quartz_wall 1337
ae2:color_applicator 1382
ae2:condenser 1297
ae2:controller 1291
ae2:conversion_monitor 1609
ae2:crafting_accelerator 1306
ae2:crafting_card 1463
ae2:crafting_monitor 1312
ae2:crafting_pattern 1398
ae2:crafting_terminal 1606
ae2:crafting_unit 1305
ae2:crank 1357
ae2:creative_energy_cell 1304
ae2:creative_fluid_cell 1485
ae2:creative_item_cell 1484
ae2:crystal_resonance_generator 1299
ae2:cut_quartz_block 1265
ae2:cut_quartz_slab 1346
ae2:cut_quartz_stairs 1323
ae2:cut_quartz_wall 1334
ae2:cyan_covered_cable 1532
ae2:cyan_covered_dense_cable 1566
ae2:cyan_glass_cable 1549
ae2:cyan_lumen_paint_ball 1427
ae2:cyan_paint_ball 1411
ae2:cyan_smart_cable 1515
ae2:cyan_smart_dense_cable 1583
ae2:damaged_budding_quartz 1258
ae2:dark_monitor 1597
ae2:debug_card 1503
ae2:debug_chunk_loader 1353
ae2:debug_cube_gen 1355
ae2:debug_energy_gen 1356
ae2:debug_eraser 1501
ae2:debug_item_gen 1352
ae2:debug_meteorite_placer 1502
ae2:debug_phantom_node 1354
ae2:debug_replicator_card 1504
ae2:dense_energy_cell 1303
ae2:drive 1292
ae2:ender_dust 1481
ae2:energy_acceptor 1298
ae2:energy_card 1465
ae2:energy_cell 1302
ae2:energy_level_emitter 1602
ae2:engineering_processor 1454
ae2:engineering_processor_press 1444
ae2:entropy_manipulator 1378
ae2:equal_distribution_card 1464
ae2:export_bus 1600
ae2:facade 1396
ae2:fe_p2p_tunnel 1618
ae2:flawed_budding_quartz 1256
ae2:flawless_budding_quartz 1255
ae2:fluid_cell_housing 1475
ae2:fluid_p2p_tunnel 1617
ae2:fluid_storage_cell_16k 1494
ae2:fluid_storage_cell_1k 1492
ae2:fluid_storage_cell_256k 1496
ae2:fluid_storage_cell_4k 1493
ae2:fluid_storage_cell_64k 1495
ae2:fluix_axe 1373
ae2:fluix_block 1273
ae2:fluix_covered_cable 1539
ae2:fluix_covered_dense_cable 1573
ae2:fluix_crystal 1440
ae2:fluix_dust 1441
ae2:fluix_glass_cable 1556
ae2:fluix_hoe 1374
ae2:fluix_pearl 1442
ae2:fluix_pickaxe 1376
ae2:fluix_shovel 1375
ae2:fluix_slab 1344
ae2:fluix_smart_cable 1522
ae2:fluix_smart_dense_cable 1590
ae2:fluix_stairs 1321
ae2:fluix_sword 1377
ae2:fluix_upgrade_smithing_template 1372
ae2:fluix_wall 1332
ae2:formation_core 1478
ae2:formation_plane 1604
ae2:fuzzy_card 1460
ae2:gray_covered_cable 1530
ae2:gray_covered_dense_cable 1564
ae2:gray_glass_cable 1547
ae2:gray_lumen_paint_ball 1425
ae2:gray_paint_ball 1409
ae2:gray_smart_cable 1513
ae2:gray_smart_dense_cable 1581
ae2:green_covered_cable 1536
ae2:green_covered_dense_cable 1570
ae2:green_glass_cable 1553
ae2:green_lumen_paint_ball 1431
ae2:green_paint_ball 1415
ae2:green_smart_cable 1519
ae2:green_smart_dense_cable 1587
ae2:growth_accelerator 1301
ae2:guide 1500
ae2:import_bus 1599
ae2:inscriber 1283
ae2:interface 1294
ae2:inverted_toggle_bus 1593
ae2:inverter_card 1462
ae2:io_port 1296
ae2:item_cell_housing 1474
ae2:item_p2p_tunnel 1616
ae2:item_storage_cell_16k 1489
ae2:item_storage_cell_1k 1487
ae2:item_storage_cell_256k 1491
ae2:item_storage_cell_4k 1488
ae2:item_storage_cell_64k 1490
ae2:large_quartz_bud 1261
ae2:level_emitter 1601
ae2:light_blue_covered_cable 1526
ae2:light_blue_covered_dense_cable 1560
ae2:light_blue_glass_cable 1543
ae2:light_blue_lumen_paint_ball 1421
ae2:light_blue_paint_ball 1405
ae2:light_blue_smart_cable 1509
ae2:light_blue_smart_dense_cable 1577
ae2:light_detector 1315
ae2:light_gray_covered_cable 1531
ae2:light_gray_covered_dense_cable 1565
ae2:light_gray_glass_cable 1548
ae2:light_gray_lumen_paint_ball 1426
ae2:light_gray_paint_ball 1410
ae2:light_gray_smart_cable 1514
ae2:light_gray_smart_dense_cable 1582
ae2:light_p2p_tunnel 1619
ae2:lime_covered_cable 1528
ae2:lime_covered_dense_cable 1562
ae2:lime_glass_cable 1545
ae2:lime_lumen_paint_ball 1423
ae2:lime_paint_ball 1407
ae2:lime_smart_cable 1511
ae2:lime_smart_dense_cable 1579
ae2:logic_processor 1452
ae2:logic_processor_press 1445
ae2:magenta_covered_cable 1525
ae2:magenta_covered_dense_cable 1559
ae2:magenta_glass_cable 1542
ae2:magenta_lumen_paint_ball 1420
ae2:magenta_paint_ball 1404
ae2:magenta_smart_cable 1508
ae2:magenta_smart_dense_cable 1576
ae2:matrix_frame 1263
ae2:matter_ball 1439
ae2:matter_cannon 1383
ae2:me_p2p_tunnel 1614
ae2:medium_quartz_bud 1260
ae2:memory_card 1395
ae2:meteorite_compass 1434
ae2:molecular_assembler 1314
ae2:monitor 1595
ae2:mysterious_cube 1281
ae2:name_press 1451
ae2:nether_quartz_axe 1365
ae2:nether_quartz_cutting_knife 1371
ae2:nether_quartz_hoe 1366
ae2:nether_quartz_pickaxe 1368
ae2:nether_quartz_shovel 1367
ae2:nether_quartz_sword 1369
ae2:nether_quartz_wrench 1370
ae2:network_tool 1394
ae2:not_so_mysterious_cube 1282
ae2:orange_covered_cable 1524
ae2:orange_covered_dense_cable 1558
ae2:orange_glass_cable 1541
ae2:orange_lumen_paint_ball 1419
ae2:orange_paint_ball 1403
ae2:orange_smart_cable 1507
ae2:orange_smart_dense_cable 1575
ae2:paint 1316
ae2:pattern_access_terminal 1612
ae2:pattern_encoding_terminal 1605
ae2:pattern_provider 1313
ae2:pink_covered_cable 1529
ae2:pink_covered_dense_cable 1563
ae2:pink_glass_cable 1546
ae2:pink_lumen_paint_ball 1424
ae2:pink_paint_ball 1408
ae2:pink_smart_cable 1512
ae2:pink_smart_dense_cable 1580
ae2:portable_fluid_cell_16k 1391
ae2:portable_fluid_cell_1k 1389
ae2:portable_fluid_cell_256k 1393
ae2:portable_fluid_cell_4k 1390
ae2:portable_fluid_cell_64k 1392
ae2:portable_item_cell_16k 1386
ae2:portable_item_cell_1k 1384
ae2:portable_item_cell_256k 1388
ae2:portable_item_cell_4k 1385
ae2:portable_item_cell_64k 1387
ae2:printed_calculation_processor 1446
ae2:printed_engineering_processor 1447
ae2:printed_logic_processor 1448
ae2:printed_silicon 1450
ae2:processing_pattern 1399
ae2:purple_covered_cable 1533
ae2:purple_covered_dense_cable 1567
ae2:purple_glass_cable 1550
ae2:purple_lumen_paint_ball 1428
ae2:purple_paint_ball 1412
ae2:purple_smart_cable 1516
ae2:purple_smart_dense_cable 1584
ae2:quantum_entangled_singularity 1483
ae2:quantum_link 1288
ae2:quantum_ring 1287
ae2:quartz_block 1264
ae2:quartz_brick_slab 1348
ae2:quartz_brick_stairs 1325
ae2:quartz_brick_wall 1336
ae2:quartz_bricks 1267
ae2:quartz_cluster 1262
ae2:quartz_fiber 1591
ae2:quartz_fixture 1272
ae2:quartz_glass 1270
ae2:quartz_pillar 1268
ae2:quartz_pillar_slab 1350
ae2:quartz_pillar_stairs 1327
ae2:quartz_pillar_wall 1338
ae2:quartz_slab 1345
ae2:quartz_stairs 1322
ae2:quartz_vibrant_glass 1271
ae2:quartz_wall 1333
ae2:red_covered_cable 1537
ae2:red_covered_dense_cable 1571
ae2:red_glass_cable 1554
ae2:red_lumen_paint_ball 1432
ae2:red_paint_ball 1416
ae2:red_smart_cable 1520
ae2:red_smart_dense_cable 1588
ae2:redstone_card 1456
ae2:redstone_p2p_tunnel 1615
ae2:semi_dark_monitor 1596
ae2:silicon 1438
ae2:silicon_press 1449
ae2:singularity 1482
ae2:sky_dust 1480
ae2:sky_stone_block 1274
ae2:sky_stone_brick 1276
ae2:sky_stone_brick_slab 1342
ae2:sky_stone_brick_stairs 1319
ae2:sky_stone_brick_wall 1330
ae2:sky_stone_chest 1278
ae2:sky_stone_slab 1340
ae2:sky_stone_small_brick 1277
ae2:sky_stone_small_brick_slab 1343
ae2:sky_stone_small_brick_stairs 1320
ae2:sky_stone_small_brick_wall 1331
ae2:sky_stone_stairs 1317
ae2:sky_stone_tank 1280
ae2:sky_stone_wall 1328
ae2:small_quartz_bud 1259
ae2:smithing_table_pattern 1400
ae2:smooth_quartz_block 1266
ae2:smooth_quartz_slab 1347
ae2:smooth_quartz_stairs 1324
ae2:smooth_quartz_wall 1335
ae2:smooth_sky_stone_block 1275
ae2:smooth_sky_stone_chest 1279
ae2:smooth_sky_stone_slab 1341
ae2:smooth_sky_stone_stairs 1318
ae2:smooth_sky_stone_wall 1329
ae2:spatial_anchor 1351
ae2:spatial_cell_component_128 1468
ae2:spatial_cell_component_16 1467
ae2:spatial_cell_component_2 1466
ae2:spatial_io_port 1290
ae2:spatial_pylon 1289
ae2:spatial_storage_cell_128 1499
ae2:spatial_storage_cell_16 1498
ae2:spatial_storage_cell_2 1497
ae2:speed_card 1461
ae2:stonecutting_pattern 1401
ae2:storage_bus 1598
ae2:storage_monitor 1608
ae2:terminal 1607
ae2:tiny_tnt 1286
ae2:toggle_bus 1592
ae2:vibration_chamber 1300
ae2:view_cell 1486
ae2:void_card 1458
ae2:white_covered_cable 1523
ae2:white_covered_dense_cable 1557
ae2:white_glass_cable 1540
ae2:white_lumen_paint_ball 1418
ae2:white_paint_ball 1402
ae2:white_smart_cable 1506
ae2:white_smart_dense_cable 1574
ae2:wireless_access_point 1284
ae2:wireless_booster 1477
ae2:wireless_crafting_terminal 1380
ae2:wireless_receiver 1476
ae2:wireless_terminal 1379
ae2:wrapped_generic_stack 1505
ae2:yellow_covered_cable 1527
ae2:yellow_covered_dense_cable 1561
ae2:yellow_glass_cable 1544
ae2:yellow_lumen_paint_ball 1422
ae2:yellow_paint_ball 1406
ae2:yellow_smart_cable 1510
ae2:yellow_smart_dense_cable 1578
ae2wtlib:magnet_card 17570
ae2wtlib:quantum_bridge_card 17569
ae2wtlib:wireless_pattern_access_terminal 17568
ae2wtlib:wireless_pattern_encoding_terminal 17571
ae2wtlib:wireless_universal_terminal 17572
alltheores:aluminum_block 9352
alltheores:aluminum_clump 9631
alltheores:aluminum_crystal 9620
alltheores:aluminum_dust 9355
alltheores:aluminum_gear 9475
alltheores:aluminum_ingot 9353
alltheores:aluminum_nugget 9354
alltheores:aluminum_ore 9350
alltheores:aluminum_plate 9498
alltheores:aluminum_rod 9452
alltheores:aluminum_shard 9609
alltheores:brass_block 9548
alltheores:brass_dust 9451
alltheores:brass_gear 9497
alltheores:brass_ingot 9539
alltheores:brass_nugget 9530
alltheores:brass_plate 9520
alltheores:brass_rod 9474
alltheores:bronze_block 9543
alltheores:bronze_dust 9443
alltheores:bronze_gear 9488
alltheores:bronze_ingot 9534
alltheores:bronze_nugget 9524
alltheores:bronze_ore_hammer 9571
alltheores:bronze_plate 9511
alltheores:bronze_rod 9465
alltheores:constantan_block 9547
alltheores:constantan_dust 9444
alltheores:constantan_gear 9496
alltheores:constantan_ingot 9538
alltheores:constantan_nugget 9529
alltheores:constantan_plate 9519
alltheores:constantan_rod 9473
alltheores:copper_clump 9632
alltheores:copper_crystal 9621
alltheores:copper_dust 9439
alltheores:copper_gear 9492
alltheores:copper_nugget 9525
alltheores:copper_ore_hammer 9569
alltheores:copper_plate 9515
alltheores:copper_rod 9469
alltheores:copper_shard 9610
alltheores:deepslate_aluminum_ore 9349
alltheores:deepslate_iridium_ore 9430
alltheores:deepslate_lead_ore 9358
alltheores:deepslate_nickel_ore 9367
alltheores:deepslate_osmium_ore 9377
alltheores:deepslate_peridot_ore 9588
alltheores:deepslate_platinum_ore 9385
alltheores:deepslate_ruby_ore 9583
alltheores:deepslate_sapphire_ore 9593
alltheores:deepslate_silver_ore 9394
alltheores:deepslate_tin_ore 9404
alltheores:deepslate_uranium_ore 9413
alltheores:deepslate_zinc_ore 9422
alltheores:diamond_dust 9441
alltheores:diamond_gear 9491
alltheores:diamond_plate 9514
alltheores:diamond_rod 9468
alltheores:dirty_aluminum_dust 9598
alltheores:dirty_copper_dust 9599
alltheores:dirty_iridium_dust 9608
alltheores:dirty_lead_dust 9600
alltheores:dirty_nickel_dust 9601
alltheores:dirty_osmium_dust 9602
alltheores:dirty_platinum_dust 9603
alltheores:dirty_silver_dust 9604
alltheores:dirty_tin_dust 9605
alltheores:dirty_uranium_dust 9606
alltheores:dirty_zinc_dust 9607
alltheores:electrum_block 9542
alltheores:electrum_dust 9445
alltheores:electrum_gear 9487
alltheores:electrum_ingot 9533
alltheores:electrum_nugget 9523
alltheores:electrum_plate 9510
alltheores:electrum_rod 9464
alltheores:end_aluminum_ore 9559
alltheores:end_iridium_ore 9560
alltheores:end_lead_ore 9561
alltheores:end_nickel_ore 9562
alltheores:end_osmium_ore 9563
alltheores:end_platinum_ore 9564
alltheores:end_silver_ore 9565
alltheores:end_tin_ore 9566
alltheores:end_uranium_ore 9567
alltheores:end_zinc_ore 9568
alltheores:enderium_block 9544
alltheores:enderium_dust 9446
alltheores:enderium_gear 9493
alltheores:enderium_ingot 9535
alltheores:enderium_nugget 9526
alltheores:enderium_plate 9516
alltheores:enderium_rod 9470
alltheores:gold_dust 9440
alltheores:gold_gear 9490
alltheores:gold_plate 9513
alltheores:gold_rod 9467
alltheores:invar_block 9541
alltheores:invar_dust 9450
alltheores:invar_gear 9486
alltheores:invar_ingot 9532
alltheores:invar_nugget 9522
alltheores:invar_ore_hammer 9572
alltheores:invar_plate 9509
alltheores:invar_rod 9463
alltheores:iridium_block 9433
alltheores:iridium_clump 9641
alltheores:iridium_crystal 9630
alltheores:iridium_dust 9436
alltheores:iridium_gear 9476
alltheores:iridium_ingot 9434
alltheores:iridium_nugget 9435
alltheores:iridium_ore 9431
alltheores:iridium_plate 9499
alltheores:iridium_rod 9453
alltheores:iridium_shard 9619
alltheores:iron_dust 9438
alltheores:iron_gear 9489
alltheores:iron_ore_hammer 9570
alltheores:iron_plate 9512
alltheores:iron_rod 9466
alltheores:lead_block 9361
alltheores:lead_clump 9633
alltheores:lead_crystal 9622
alltheores:lead_dust 9364
alltheores:lead_gear 9477
